record_type,hand_number,step_index,player_id,action,amount,street,button_seat,sb_seat,bb_seat,sb_amount,bb_amount,data_json
action,2,10,mistral_large_3,fold,,turn,5,6,1,2,5,
board,2,10,,,,turn,5,6,1,2,5,"{""community_cards"": [""AC"", ""3S"", ""10C"", ""6S""], ""street"": ""turn""}"
action,2,11,grok_ai,bet,140,turn,5,6,1,2,5,
action,2,12,gpt_5_4,call,,river,5,6,1,2,5,
board,2,12,,,,river,5,6,1,2,5,"{""community_cards"": [""AC"", ""3S"", ""10C"", ""6S"", ""10S""], ""street"": ""river""}"
action,2,13,grok_ai,bet,200,river,5,6,1,2,5,
action,2,14,gpt_5_4,fold,,none,,,,2,5,
board,2,14,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,2,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""grok_ai"", ""seat"": 6, ""amount"": 760}], ""last_pot"": 0}"
hand_start,3,,,,,,6,1,2,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 740}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1000}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 955}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 1000}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 958}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1347}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 738}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 995}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 955}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 1000}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 958}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1347}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""7D"", ""9S""], ""gpt_5_4"": [""8C"", ""6C""], ""deepseek_v3_2"": [""10S"", ""JC""], ""gemini_3_1"": [""2D"", ""3S""], ""grok_ai"": [""10D"", ""5S""], ""mistral_large_3"": [""7C"", ""4H""]}, ""community_cards"": []}"
action,3,1,gemini_3_1,fold,,preflop,6,1,2,2,5,
action,3,2,deepseek_v3_2,fold,,preflop,6,1,2,2,5,
action,3,3,mistral_large_3,fold,,preflop,6,1,2,2,5,
action,3,4,grok_ai,fold,,preflop,6,1,2,2,5,
action,3,5,gpt_5_4,call,,flop,6,1,2,2,5,
board,3,5,,,,flop,6,1,2,2,5,"{""community_cards"": [""7S"", ""8D"", ""8S""], ""street"": ""flop""}"
action,3,6,gpt_5_4,bet,5,flop,6,1,2,2,5,
action,3,7,claude_4_6_opus,raise,15,flop,6,1,2,2,5,
action,3,8,gpt_5_4,raise,45,flop,6,1,2,2,5,
action,3,9,claude_4_6_opus,call,,turn,6,1,2,2,5,
board,3,9,,,,turn,6,1,2,2,5,"{""community_cards"": [""7S"", ""8D"", ""8S"", ""AH""], ""street"": ""turn""}"
action,3,10,gpt_5_4,bet,35,turn,6,1,2,2,5,
action,3,11,claude_4_6_opus,call,,river,6,1,2,2,5,
board,3,11,,,,river,6,1,2,2,5,"{""community_cards"": [""7S"", ""8D"", ""8S"", ""AH"", ""AS""], ""street"": ""river""}"
action,3,12,gpt_5_4,bet,60,river,6,1,2,2,5,
action,3,13,claude_4_6_opus,fold,,none,,,,2,5,
board,3,13,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,3,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""gpt_5_4"", ""seat"": 1, ""amount"": 230}], ""last_pot"": 0}"
hand_start,4,,,,,,1,2,3,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 915}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 955}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 1000}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 958}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1347}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 913}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 950}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 1000}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 958}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1347}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""9S"", ""8S""], ""gpt_5_4"": [""2H"", ""10D""], ""deepseek_v3_2"": [""4S"", ""8C""], ""gemini_3_1"": [""KH"", ""8H""], ""grok_ai"": [""2D"", ""2S""], ""mistral_large_3"": [""10H"", ""8D""]}, ""community_cards"": []}"
action,4,1,deepseek_v3_2,fold,,preflop,1,2,3,2,5,
action,4,2,mistral_large_3,call,,preflop,1,2,3,2,5,
action,4,3,grok_ai,call,,preflop,1,2,3,2,5,
action,4,4,gpt_5_4,fold,,preflop,1,2,3,2,5,
action,4,5,claude_4_6_opus,raise,25,preflop,1,2,3,2,5,
action,4,6,gemini_3_1,fold,,preflop,1,2,3,2,5,
action,4,7,mistral_large_3,fold,,preflop,1,2,3,2,5,
action,4,8,grok_ai,call,,flop,1,2,3,2,5,
board,4,8,,,,flop,1,2,3,2,5,"{""community_cards"": [""10C"", ""7S"", ""QC""], ""street"": ""flop""}"
action,4,9,claude_4_6_opus,bet,35,flop,1,2,3,2,5,
action,4,10,grok_ai,call,,turn,1,2,3,2,5,
board,4,10,,,,turn,1,2,3,2,5,"{""community_cards"": [""10C"", ""7S"", ""QC"", ""2C""], ""street"": ""turn""}"
action,4,11,claude_4_6_opus,check,,river,1,2,3,2,5,
board,4,11,,,,river,1,2,3,2,5,"{""community_cards"": [""10C"", ""7S"", ""QC"", ""2C"", ""5H""], ""street"": ""river""}"
action,4,12,claude_4_6_opus,check,,none,,,,2,5,
board,4,12,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,4,,,,,,,,,,,"{""winners"": [{""hand_name"": ""Three of a Kind"", ""player_id"": ""grok_ai"", ""seat"": 6, ""amount"": 130}], ""last_pot"": 0}"
hand_start,5,,,,,,2,3,4,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 855}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 950}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 1000}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1417}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 855}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 995}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1417}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""QC"", ""3H""], ""gpt_5_4"": [""8S"", ""QH""], ""deepseek_v3_2"": [""10H"", ""7D""], ""gemini_3_1"": [""3D"", ""8H""], ""grok_ai"": [""3C"", ""KH""], ""mistral_large_3"": [""6D"", ""9C""]}, ""community_cards"": []}"
action,5,1,mistral_large_3,fold,,preflop,2,3,4,2,5,
action,5,2,grok_ai,fold,,preflop,2,3,4,2,5,
action,5,3,gpt_5_4,fold,,preflop,2,3,4,2,5,
action,5,4,claude_4_6_opus,raise,13,preflop,2,3,4,2,5,
action,5,5,gemini_3_1,fold,,preflop,2,3,4,2,5,
action,5,6,deepseek_v3_2,fold,,none,,,,2,5,
hand_end,5,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""claude_4_6_opus"", ""seat"": 2, ""amount"": 20}], ""last_pot"": 0}"
hand_start,6,,,,,,3,4,5,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 862}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 995}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1417}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 862}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 948}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1417}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""3H"", ""9C""], ""gpt_5_4"": [""3D"", ""7C""], ""deepseek_v3_2"": [""7D"", ""10D""], ""gemini_3_1"": [""6D"", ""10H""], ""grok_ai"": [""JH"", ""JS""], ""mistral_large_3"": [""8D"", ""2D""]}, ""community_cards"": []}"
action,6,1,grok_ai,raise,15,preflop,3,4,5,2,5,
action,6,2,gpt_5_4,fold,,preflop,3,4,5,2,5,
action,6,3,claude_4_6_opus,fold,,preflop,3,4,5,2,5,
action,6,4,gemini_3_1,fold,,preflop,3,4,5,2,5,
action,6,5,deepseek_v3_2,fold,,preflop,3,4,5,2,5,
action,6,6,mistral_large_3,fold,,none,,,,2,5,
hand_end,6,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""grok_ai"", ""seat"": 6, ""amount"": 22}], ""last_pot"": 0}"
hand_start,7,,,,,,4,5,6,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 862}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 948}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1424}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 862}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 946}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1419}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""3S"", ""QC""], ""gpt_5_4"": [""9C"", ""3C""], ""deepseek_v3_2"": [""8C"", ""5D""], ""gemini_3_1"": [""4D"", ""5H""], ""grok_ai"": [""4S"", ""2C""], ""mistral_large_3"": [""AC"", ""JS""]}, ""community_cards"": []}"
action,7,1,gpt_5_4,fold,,preflop,4,5,6,2,5,
action,7,2,claude_4_6_opus,fold,,preflop,4,5,6,2,5,
action,7,3,gemini_3_1,fold,,preflop,4,5,6,2,5,
action,7,4,deepseek_v3_2,fold,,preflop,4,5,6,2,5,
action,7,5,mistral_large_3,raise,15,preflop,4,5,6,2,5,
action,7,6,grok_ai,fold,,none,,,,2,5,
hand_end,7,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""mistral_large_3"", ""seat"": 5, ""amount"": 20}], ""last_pot"": 0}"
hand_start,8,,,,,,5,6,1,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 825}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 862}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1419}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 820}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 862}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1417}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""QC"", ""KD""], ""gpt_5_4"": [""6H"", ""5S""], ""deepseek_v3_2"": [""5H"", ""8D""], ""gemini_3_1"": [""2H"", ""7C""], ""grok_ai"": [""QD"", ""9D""], ""mistral_large_3"": [""3H"", ""AH""]}, ""community_cards"": []}"
action,8,1,claude_4_6_opus,raise,15,preflop,5,6,1,2,5,
action,8,2,gemini_3_1,fold,,preflop,5,6,1,2,5,
action,8,3,deepseek_v3_2,fold,,preflop,5,6,1,2,5,
action,8,4,mistral_large_3,fold,,preflop,5,6,1,2,5,
action,8,5,grok_ai,call,,preflop,5,6,1,2,5,
action,8,6,gpt_5_4,call,,flop,5,6,1,2,5,
board,8,6,,,,flop,5,6,1,2,5,"{""community_cards"": [""8S"", ""KS"", ""2C""], ""street"": ""flop""}"
action,8,7,grok_ai,check,,turn,5,6,1,2,5,
board,8,7,,,,turn,5,6,1,2,5,"{""community_cards"": [""8S"", ""KS"", ""2C"", ""QS""], ""street"": ""turn""}"
action,8,8,grok_ai,bet,25,turn,5,6,1,2,5,
action,8,9,gpt_5_4,fold,,turn,5,6,1,2,5,
action,8,10,claude_4_6_opus,raise,70,turn,5,6,1,2,5,
action,8,11,grok_ai,call,,river,5,6,1,2,5,
board,8,11,,,,river,5,6,1,2,5,"{""community_cards"": [""8S"", ""KS"", ""2C"", ""QS"", ""JH""], ""street"": ""river""}"
action,8,12,grok_ai,bet,90,river,5,6,1,2,5,
action,8,13,claude_4_6_opus,call,,none,,,,2,5,
board,8,13,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,8,,,,,,,,,,,"{""winners"": [{""hand_name"": ""Two Pair"", ""player_id"": ""claude_4_6_opus"", ""seat"": 2, ""amount"": 365}], ""last_pot"": 0}"
hand_start,9,,,,,,6,1,2,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 810}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1052}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1244}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 808}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 1047}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1244}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""6H"", ""6S""], ""gpt_5_4"": [""8H"", ""5H""], ""deepseek_v3_2"": [""4C"", ""AD""], ""gemini_3_1"": [""JC"", ""5S""], ""grok_ai"": [""9D"", ""10C""], ""mistral_large_3"": [""JD"", ""4S""]}, ""community_cards"": []}"
action,9,1,gemini_3_1,fold,,preflop,6,1,2,2,5,
action,9,2,deepseek_v3_2,fold,,preflop,6,1,2,2,5,
action,9,3,mistral_large_3,fold,,preflop,6,1,2,2,5,
action,9,4,grok_ai,raise,15,preflop,6,1,2,2,5,
action,9,5,gpt_5_4,fold,,preflop,6,1,2,2,5,
action,9,6,claude_4_6_opus,raise,45,preflop,6,1,2,2,5,
action,9,7,grok_ai,call,,flop,6,1,2,2,5,
board,9,7,,,,flop,6,1,2,2,5,"{""community_cards"": [""10D"", ""QD"", ""2H""], ""street"": ""flop""}"
action,9,8,claude_4_6_opus,bet,35,flop,6,1,2,2,5,
action,9,9,grok_ai,raise,105,flop,6,1,2,2,5,
action,9,10,claude_4_6_opus,fold,,none,,,,2,5,
board,9,10,,,,none,,,,2,5,"{""community_cards"": [], ""street"": ""none""}"
hand_end,9,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""grok_ai"", ""seat"": 6, ""amount"": 232}], ""last_pot"": 0}"
hand_start,10,,,,,,1,2,3,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 808}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 972}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 948}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1326}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 808}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 970}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 943}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 953}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1326}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""AH"", ""6H""], ""gpt_5_4"": [""AD"", ""KC""], ""deepseek_v3_2"": [""2C"", ""KS""], ""gemini_3_1"": [""QD"", ""10C""], ""grok_ai"": [""9S"", ""8C""], ""mistral_large_3"": [""JS"", ""JC""]}, ""community_cards"": []}"
action,10,1,deepseek_v3_2,fold,,preflop,1,2,3,2,5,
action,10,2,mistral_large_3,raise,20,preflop,1,2,3,2,5,
action,10,3,grok_ai,fold,,preflop,1,2,3,2,5,
action,10,4,gpt_5_4,raise,55,preflop,1,2,3,2,5,
action,10,5,claude_4_6_opus,fold,,preflop,1,2,3,2,5,
action,10,6,gemini_3_1,fold,,preflop,1,2,3,2,5,
action,10,7,mistral_large_3,all_in,,preflop,1,2,3,2,5,
action,10,8,gpt_5_4,call,,none,,,,2,5,
hand_end,10,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""mistral_large_3"", ""seat"": 5, ""amount"": 1015}], ""last_pot"": 0}"
hand_start,11,,,,,,2,3,4,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 753}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 970}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 943}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 993}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1326}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 753}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 970}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 941}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 988}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1015}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1326}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""7C"", ""4D""], ""gpt_5_4"": [""5H"", ""6D""], ""deepseek_v3_2"": [""JH"", ""2S""], ""gemini_3_1"": [""3D"", ""KC""], ""grok_ai"": [""8C"", ""3S""], ""mistral_large_3"": [""AD"", ""KS""]}, ""community_cards"": []}"
action,11,1,mistral_large_3,raise,20,preflop,2,3,4,2,5,
action,11,2,grok_ai,fold,,preflop,2,3,4,2,5,
action,11,3,gpt_5_4,fold,,preflop,2,3,4,2,5,
action,11,4,claude_4_6_opus,fold,,preflop,2,3,4,2,5,
action,11,5,gemini_3_1,fold,,preflop,2,3,4,2,5,
action,11,6,deepseek_v3_2,fold,,none,,,,2,5,
hand_end,11,,,,,,,,,,,"{""winners"": [{""hand_name"": ""fold"", ""player_id"": ""mistral_large_3"", ""seat"": 5, ""amount"": 27}], ""last_pot"": 0}"
hand_start,12,,,,,,3,4,5,2,5,"{""stacks_before_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 753}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 970}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 941}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 988}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1022}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1326}}, ""stacks_after_blinds"": {""seat_1"": {""player_id"": ""gpt_5_4"", ""stack"": 753}, ""seat_2"": {""player_id"": ""claude_4_6_opus"", ""stack"": 970}, ""seat_3"": {""player_id"": ""gemini_3_1"", ""stack"": 941}, ""seat_4"": {""player_id"": ""deepseek_v3_2"", ""stack"": 986}, ""seat_5"": {""player_id"": ""mistral_large_3"", ""stack"": 1017}, ""seat_6"": {""player_id"": ""grok_ai"", ""stack"": 1326}}, ""pot"": 7, ""hole_cards_by_player"": {""claude_4_6_opus"": [""10C"", ""8C""], ""gpt_5_4"": [""9S"", ""8D""], ""deepseek_v3_2"": [""JH"", ""JC""], ""gemini_3_1"": [""10S"", ""QC""], ""grok_ai"": [""KC"", ""5C""], ""mistral_large_3"": [""7H"", ""6H""]}, ""community_cards"": []}"
action,12,1,grok_ai,fold,,preflop,3,4,5,2,5,
action,12,2,gpt_5_4,call,,preflop,3,4,5,2,5,
